File Name,Dataset,aid,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022113171432_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-04-23 17:14:32 UTC,21529,008,0601,True,46979.0,0.0,6.1876936,"(0.0,6.1876936)",3.3131936,0.7902617,0.6245135,3.830407,5.4203558,3.3055503,1.1754462,2.7669851
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022143224457_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-05-23 22:44:57 UTC,21999,008,0601,True,595846.0,0.0,8.2882605,"(0.0,8.2882605)",1.394109,1.088135,1.1840378,2.193162,4.9065833,1.3413472,0.0,0.383129
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022154184545_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-03 18:45:45 UTC,22167,008,0601,True,389201.0,0.0,7.8886323,"(0.0,7.8886323)",1.7534304,1.0134399,1.0270604,2.2220695,3.8864706,1.7060435,0.0,1.112449
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022162153315_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-11 15:33:15 UTC,22290,010,0601,True,246355.0,0.0,7.2035809,"(0.0,7.2035809)",4.2211018,0.9050184,0.8190584,4.6873724,6.1751752,4.1752543,2.2088556,3.6953921
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022166135558_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-15 13:55:58 UTC,22351,007,0601,True,318588.0,0.0,7.7831893,"(0.0,7.7831893)",4.7747526,0.9369626,0.8778989,5.2634672,6.7651362,4.7274258,2.7608018,4.2623185
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022166135650_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-15 13:56:50 UTC,22351,008,0601,True,438329.0,0.0,7.4785466,"(0.0,7.4785466)",4.6618495,0.740498,0.5483373,5.1092772,6.4686961,4.6404595,2.8436847,4.2029276
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022166202614_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-15 20:26:14 UTC,22355,008,0601,True,28710.0,0.0,9.412282,"(0.0,9.412282)",4.4533248,1.5338365,2.3526544,5.472115,8.6901016,4.2235398,0.1088703,3.3248897
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022169130814_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-18 13:08:14 UTC,22397,007,0601,True,616164.0,0.0,6.7132497,"(0.0,6.7132497)",2.6420352,0.9293307,0.8636556,3.2421157,4.9505739,2.7203534,0.3939254,2.1028194
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022170122043_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-19 12:20:43 UTC,22412,008,0601,True,17130.0,0.01,5.6308689,"(0.01,5.6308689)",4.2152472,0.5896319,0.3476657,4.6286104,5.6308689,4.2209377,2.622261,3.8242598
ECO3ETALEXI_001_EVAPOTRANSPIRATION_ALEXI_ETdaily_doy2022170184957_aid0001,EVAPOTRANSPIRATION_ALEXI_ETdaily,aid0001,2022-06-19 18:49:57 UTC,22416,008,0601,True,712345.0,0.0,10.2441387,"(0.0,10.2441387)",3.9650812,1.3385212,1.7916391,4.648675,6.8698149,3.86075,0.9468563,3.1678913
